DonorUniqueId,DonorPostalCode,DonorAge,MaritalStatus,GenderIdentity,IsMemberFlag,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,AcademicDegreeLevel,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.,Region
12163,98262,23,,Female,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,3000,Y,Washington
12164,27959,42,Single,Male,N,N,N,N,,,BUSN,N,0,0,0,0,0,0,0,00,N,North Carolina
12165,68516,35,,Male,N,Y,N,Y,,GM,HOME,Y,0,0,200,80,0,0,0,2800,Y,Nebraska
12166,4950,72,,Female,N,Y,N,Y,4.0,GD,HOME,Y,2,0,0,0,0,0,0,00,N,Michigan
12167,91501,30,,Male,N,Y,N,Y,,UB,HOME,Y,3,0,300,100,0,0,0,4000,Y,California
12168,90265,54,,Female,N,Y,N,N,,GD,HOME,Y,0,0,0,0,0,0,0,50,Y,California
12169,77573,44,,Female,N,Y,N,Y,,UB,HOME,Y,1,0,0,0,0,0,0,3200,Y,Texas (northern)
12170,52162,42,Single,Male,N,N,N,N,2.0,,,Y,0,0,0,0,0,0,0,500,Y,Iowa
12171,13221,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,30,0,0,1600,Y,New York (Upstate)
12172,1085,42,,Male,N,N,N,N,,,HOME,N,5,0,0,0,0,0,0,00,N,New York (NYC area)
12173,2325,42,Married,Male,N,N,N,N,,,HOME,Y,3,70,0,0,0,150,0,2200,Y,Virginia
12174,85098,65,,Male,N,Y,N,Y,,GM,CAMP,Y,7,0,0,0,0,0,0,00,N,Arizona
12175,76682,42,Single,Uknown,N,N,N,Y,4.0,,HOME,N,0,0,0,0,0,0,0,12370,Y,Texas (northern)
12176,16933,42,Single,Female,N,N,Y,N,,,HOME,Y,1,0,0,0,0,0,0,00,N,Pennsylvania
12177,21156,42,Single,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,1000,Y,Maryland
12178,34206,42,Single,Female,N,N,N,N,,,,N,1,0,0,20,220,0,0,2400,Y,Florida
12179,94143,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,300,Y,California
12180,33837,42,,Female,N,N,N,N,,,BUSN,N,1,0,0,0,0,0,0,1010,Y,Florida
12181,78537,42,,Female,N,N,N,N,,,,N,3,0,0,0,0,0,0,2470,Y,Texas (northern)
12182,90265,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,8200,Y,California
12183,44270,42,,Male,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,1250,Y,Ohio
12184,54915,42,Married,Female,N,Y,N,Y,,UB,BUSN,Y,3,0,0,0,50,25,0,750,Y,Wisconsin
12185,64471,24,,Female,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,1200,Y,Missouri
12186,37754,67,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Tennessee
12187,14224,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,10300,Y,New York (Upstate)
12188,77830,42,,Male,N,N,N,N,,,HOME,Y,2,0,0,0,0,0,0,2550,Y,Texas (northern)
12189,61243,42,Single,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Illinois
12190,5047,62,,Female,N,N,N,N,,,HOME,N,0,0,0,0,50,0,0,10500,Y,Iowa
12191,90265,25,,Female,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,00,N,California
12192,76951,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,400,Y,Texas (northern)
12193,90265,62,,Female,N,N,N,N,,,CAMP,Y,0,0,165,0,0,0,0,1650,Y,California
12194,76561,36,,Female,N,Y,N,Y,,UB,CAMP,Y,2,0,0,0,0,0,0,00,N,Texas (northern)
12195,17856,42,Married,Female,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Pennsylvania
12196,77836,28,,Female,N,Y,N,Y,4.0,GM,HOME,Y,0,0,0,0,0,0,0,00,N,Texas (northern)
12197,42085,26,,Female,N,Y,N,Y,,UB,HOME,Y,0,0,100,0,0,0,0,1000,Y,Kentucky
12198,75788,29,,Female,N,N,N,N,,,HOME,N,0,0,1,0,0,0,0,1000,Y,Texas (northern)
12199,32610,42,,Female,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,Florida
12200,87734,42,Married,Male,N,N,N,N,1.0,,HOME,N,0,0,0,0,0,0,0,1440,Y,New Mexico
12201,90265,50,Married,Male,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,1250,Y,California
12202,4743,42,Married,Female,N,Y,N,Y,,UB,HOME,Y,1,1,0,0,0,0,0,10,Y,Indiana
12203,90265,30,,Male,N,Y,N,N,8.0,GM,CAMP,Y,0,130,0,0,0,0,0,1300,Y,California
12204,90265,42,Married,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,30,Y,California
12205,88330,45,,Female,N,Y,N,Y,,UB,HOME,Y,1,0,0,0,0,0,0,14390,Y,New Mexico
12206,37374,20,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Tennessee
12207,91716,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,California
12208,73194,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Oklahoma
12209,9094,42,Married,Male,N,N,N,Y,,,HOME,N,2,0,0,0,0,0,0,10,Y,California
12210,15062,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,2000,Y,Pennsylvania
12211,99741,45,,Male,N,Y,N,Y,6.0,UB,HOME,Y,5,0,0,0,0,75,0,750,Y,Alaska
12212,46854,46,,Male,N,N,N,N,,,HOME,Y,0,0,1,0,0,0,0,10,Y,Indiana
12213,90265,28,,Female,N,Y,N,Y,,UB,HOME,Y,3,0,0,0,0,1,0,8650,Y,California
12214,39861,71,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Unknown
12215,72114,77,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Arkansas
12216,54836,42,Married,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Wisconsin
12217,37860,42,Married,Male,N,N,Y,N,,,,Y,0,0,0,0,0,0,0,00,N,Tennessee
12218,53225,32,,Male,N,Y,N,N,,GM,HOME,Y,0,0,0,0,0,0,0,3500,Y,Wisconsin
12219,54636,42,Married,Male,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Wisconsin
12220,30353,42,Married,Female,N,N,N,N,,,HOME,N,2,1,0,0,0,0,0,250,Y,Georgia
12221,84712,52,,Male,N,N,N,N,,,HOME,N,0,0,0,0,500,0,0,6000,Y,Utah
12222,17272,42,,Female,N,N,N,N,,,HOME,N,11,0,0,1,0,100,0,2000,Y,Pennsylvania
12223,1427,42,,Female,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,New York (Upstate)
12224,59532,42,,Male,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,Montana
12225,61077,42,Married,Female,N,N,N,Y,,,HOME,N,24,0,0,0,0,0,0,11960,Y,Illinois
12226,40063,68,,Male,N,Y,N,N,,GM,HOME,Y,0,0,0,0,0,0,0,00,N,Kentucky
12227,27537,42,,,N,N,N,N,,,HOME,Y,1,0,0,0,0,0,0,200,Y,North Carolina
12228,57536,42,,Male,N,N,N,Y,,,HOME,N,7,0,0,0,0,0,0,3600,Y,South Dakota
12229,55976,42,Married,Male,N,N,Y,N,1.0,,HOME,Y,0,0,0,0,0,0,0,00,N,Minnesota
12230,33239,42,Married,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,150,Y,Florida
12231,93460,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,700,Y,California
12232,84070,42,,Male,N,N,N,N,,,HOME,N,1,0,500,75,0,0,0,5750,Y,Utah
12233,17086,65,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,1,10,Y,Pennsylvania
12234,7184,37,,Female,N,N,Y,N,,,HOME,N,0,0,0,0,40,0,0,400,Y,Arkansas
12235,17772,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Pennsylvania
12236,76683,42,Married,Male,N,N,Y,Y,,,,N,0,0,0,0,0,200,0,2000,Y,Texas (northern)
12237,28135,42,,Male,N,N,N,N,,,HOME,N,3,0,25,0,0,180,0,3950,Y,North Carolina
12238,34606,61,,Male,N,N,N,N,,,HOME,N,0,50,0,0,0,0,0,4500,Y,Florida
12239,90265,42,Single,Female,N,N,N,N,,,,N,0,0,0,0,0,0,50,500,Y,California
12240,31547,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Georgia
12241,67417,52,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,500,Y,Kansas
12242,60929,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Illinois
12243,94121,30,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1800,Y,California
12244,90265,42,Married,Male,N,N,N,N,,,HOME,N,0,0,120,0,0,0,0,1200,Y,California
12245,57437,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,South Dakota
12246,63012,30,,Female,N,Y,N,Y,,UB,HOME,Y,1,0,0,0,20,0,0,200,Y,Missouri
12247,90265,62,Single,Uknown,N,Y,N,Y,,UB,HOME,Y,0,0,0,0,0,0,1,10,Y,California
12248,35286,42,,Male,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,Alabama
12249,92354,81,,Male,N,N,N,N,5.0,,HOME,Y,0,0,0,0,0,0,0,30000,Y,California
12250,90265,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,37,0,0,370,Y,California
12251,55710,50,Single,Uknown,N,Y,N,N,,UB,HOME,N,2,0,0,0,0,0,0,00,N,Minnesota
12252,39701,42,Single,Male,N,N,N,N,,,BUSN,N,0,0,0,0,0,0,0,5950,Y,Mississippi
12253,6810,42,,,N,N,N,N,,,HOME,Y,1,0,0,200,0,0,0,2000,Y,Nebraska
12254,90265,69,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
12255,90311,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,1140,Y,California
12256,15827,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1200,Y,Pennsylvania
12257,13616,42,,Male,N,Y,N,Y,,GM,HOME,Y,1,0,5,0,0,0,0,540,Y,New York (Upstate)
12258,85194,37,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,10,Y,Arizona
12259,19130,49,Married,Female,N,Y,N,Y,,GP,HOME,N,14,0,0,0,0,0,800,10100,Y,Pennsylvania
12260,78351,42,Single,Male,N,N,N,N,,,HOME,N,1,90,0,0,0,0,0,900,Y,Texas (northern)
12261,8241,42,Married,Male,N,N,N,N,,,HOME,N,3,0,0,0,0,0,0,10,Y,Wyoming
12262,63770,42,,Male,N,N,N,N,,,HOME,N,11,0,0,0,0,144,0,43610,Y,Missouri
12263,20907,43,,Female,N,Y,N,N,,GP,HOME,N,0,0,0,0,0,0,0,00,N,Maryland
12264,90265,42,Single,Female,N,N,N,N,3.0,,HOME,N,7,0,0,0,0,1,0,10,Y,California
12265,10993,42,,Female,N,Y,N,N,,GP,HOME,Y,0,0,0,0,0,0,0,00,N,New York (NYC area)
12266,68157,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,11920,Y,Nebraska
12267,47875,70,,Male,N,N,N,N,5.0,,HOME,N,0,0,0,0,0,0,0,00,N,Indiana
12268,78405,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Texas (northern)
12269,10597,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,New York (NYC area)
12270,93388,42,Single,Female,N,N,N,N,2.0,,HOME,N,0,0,0,0,0,0,0,00,N,California
12271,49335,42,,Uknown,N,N,N,N,,,HOME,Y,1,0,0,0,0,0,100,1000,Y,Michigan
12272,30374,42,,Female,N,Y,N,Y,,GM,HOME,Y,0,0,0,0,0,100,0,1000,Y,Georgia
12273,90265,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,20,Y,California
12274,91328,42,,Female,N,N,N,N,,,,N,1,50,0,50,0,0,0,1000,Y,California
12275,70043,33,,Female,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,200,Y,Louisiana
12276,70073,42,,Female,N,N,N,N,,,HOME,N,10,0,0,0,0,0,0,15150,Y,Louisiana
12277,76234,42,Single,Female,N,N,N,Y,,,HOME,N,2,0,0,0,0,0,0,750,Y,Texas (northern)
12278,68419,34,,Female,N,Y,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Nebraska
12279,43451,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Ohio
12280,29082,42,Single,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,20,Y,South Carolina
12281,8014,32,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Colorado
12282,90265,37,,Female,N,Y,N,Y,,GM,,Y,0,0,0,0,0,0,0,2400,Y,California
12283,99662,42,,Female,N,Y,N,N,,GM,,N,1,0,0,0,0,0,0,00,N,Alaska
12284,12823,42,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,300,Y,New York (Upstate)
12285,68318,42,Single,Male,N,N,N,N,,,,N,0,120,0,0,0,0,0,1200,Y,Nebraska
12286,21890,42,,Male,N,N,N,N,,,HOME,N,2,0,0,0,51,0,0,510,Y,Maryland
12287,90265,37,,Male,N,Y,N,Y,,GM,HOME,N,2,0,0,0,0,0,0,00,N,California
12288,12186,26,,Female,N,N,N,N,,,CAMP,Y,0,180,0,0,0,0,0,1800,Y,New York (Upstate)
12289,9252,42,,Female,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,California
12290,67223,24,,Female,N,Y,N,Y,,,HOME,N,0,0,0,0,0,0,0,300,Y,Kansas
12291,58477,42,,Female,N,N,N,N,,,HOME,N,1,0,0,1,0,0,0,10,Y,North Dakota
12292,18913,36,,Female,N,Y,N,Y,,GM,HOME,Y,0,300,0,0,0,0,0,3000,Y,Pennsylvania
12293,43734,42,,Female,N,N,N,N,,,,Y,0,0,0,0,0,0,0,00,N,Ohio
12294,55614,42,,Female,N,N,N,N,,,,N,2,0,40,0,0,0,0,400,Y,Minnesota
12295,50141,74,,Female,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,00,N,Iowa
12296,20207,30,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Unknown
12297,19522,32,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1850,Y,Pennsylvania
12298,41837,30,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Kentucky
12299,77358,63,,Male,N,N,N,N,,,HOME,N,0,0,0,0,180,0,0,1800,Y,Texas (northern)
12300,99515,55,,Female,N,N,N,N,,,HOME,N,0,0,25,0,0,0,0,250,Y,Alaska
12301,44311,53,,Female,N,N,N,N,,,,Y,0,0,0,0,1,0,0,400,Y,Ohio
12302,78152,53,,Male,N,Y,N,Y,,GM,,Y,0,0,100,250,0,0,0,3500,Y,Texas (northern)
12303,90265,42,Divorced,Male,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,3390,Y,California
12304,95209,36,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,2000,Y,California
12305,90265,42,,Male,N,N,N,N,,,HOME,N,3,0,0,0,0,60,0,33000,Y,California
12306,6495,42,,Male,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,Missouri
12307,90265,62,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
12308,53211,49,,Female,N,Y,N,N,,GD,,N,0,0,0,0,0,0,0,500,Y,Wisconsin
12309,2370,42,,Male,N,Y,N,N,,GM,,N,0,0,0,0,0,0,0,00,N,Virginia
12310,63965,56,,Male,N,Y,N,N,,GC,,Y,0,0,120,0,0,0,0,1200,Y,Missouri
12311,31794,26,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Georgia
12312,68421,31,,Male,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,3000,Y,Nebraska
12313,80736,42,Married,Male,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Colorado
12314,58503,39,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,North Dakota
12315,90265,50,,Male,N,Y,N,N,,GM,HOME,Y,0,163,0,0,0,0,0,1630,Y,California
12316,12010,25,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,25,0,250,Y,New York (Upstate)
12317,79781,42,Married,Female,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Texas (northern)
12318,63824,73,,Male,N,Y,N,N,,GM,HOME,N,0,0,0,0,0,0,0,840,Y,Missouri
12319,24823,42,Married,Female,N,N,Y,Y,,,,N,0,0,100,384,300,0,0,7840,Y,West Virginia
12320,85273,46,,Male,N,Y,N,Y,,GM,HOME,N,0,0,0,0,0,0,0,00,N,Arizona
12321,15521,42,Single,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,1,10,Y,Pennsylvania
12322,7970,42,,Female,N,Y,N,Y,,UB,HOME,N,0,0,0,0,0,0,0,00,N,Texas (northern)
12323,15226,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Pennsylvania
12324,73564,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Oklahoma
12325,52722,3,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1440,Y,Iowa
12326,83735,42,,Male,N,N,N,N,,,HOME,Y,3,0,0,0,0,100,0,23050,Y,Idaho
12327,80030,42,Married,Male,N,N,Y,N,,,BUSN,N,1,0,0,0,1,0,0,10,Y,Colorado
12328,83229,42,,Male,N,N,N,N,,,HOME,N,1,0,300,115,0,0,0,4150,Y,Idaho
12329,9623,42,,Male,N,N,N,N,,,BUSN,N,3,0,0,0,0,25,0,250,Y,Unknown
12330,99753,30,,,N,N,N,N,,,HOME,N,0,0,0,0,0,144,0,1450,Y,Alaska
12331,67953,42,Single,Male,N,N,N,N,,,HOME,N,1,0,0,100,0,25,0,1250,Y,Kansas
12332,68937,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,800,0,0,0,0,20500,Y,Nebraska
12333,17925,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,100,Y,Pennsylvania
12334,41366,42,Married,Male,N,N,Y,N,,,HOME,N,0,0,0,0,0,36,0,2350,Y,Kentucky
12335,63951,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,2400,Y,Missouri
12336,79008,42,Married,Male,N,N,N,N,,,HOME,Y,11,0,0,0,0,0,0,14280,Y,Texas (northern)
12337,11690,58,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,New York (NYC area)
12338,90265,23,,Female,N,Y,N,Y,,GM,,N,0,0,0,0,0,0,0,250,Y,California
12339,37245,36,,Male,N,N,N,N,4.0,,CAMP,Y,0,0,0,0,0,0,0,3000,Y,Tennessee
12340,56048,42,,Male,N,Y,N,Y,,UB,HOME,Y,0,0,0,0,0,0,0,35450,Y,Minnesota
12341,47030,42,,Male,N,Y,N,Y,,GM,HOME,Y,0,0,0,0,0,94,0,940,Y,Indiana
12342,90265,48,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,500,0,0,29270,Y,California
12343,90265,42,,Male,N,Y,N,N,,GM,,Y,0,0,135,120,0,0,0,2550,Y,California
12344,21797,42,Married,Male,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,200,Y,Maryland
12345,90265,31,,Female,N,Y,N,N,,,HOME,Y,0,0,0,0,0,0,0,210,Y,California
12346,43232,42,Married,Female,N,Y,N,N,,GM,HOME,N,1,0,5,0,0,0,0,540,Y,Ohio
12347,90265,42,,Female,N,N,N,N,,,HOME,Y,2,0,0,0,0,0,0,00,N,California
12348,90265,23,,Female,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,00,N,California
12349,31607,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,190,0,0,1900,Y,Georgia
12350,90265,50,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
12351,90265,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,720,Y,California
12352,30716,42,Single,Male,N,N,N,N,,,,Y,0,0,0,0,0,0,0,00,N,Georgia
12353,72715,45,,Female,N,Y,N,Y,,GM,HOME,Y,0,0,0,0,0,0,440,4400,Y,Arkansas
12354,24272,54,,Female,N,Y,N,Y,,UB,HOME,Y,0,0,1,0,0,0,0,350,Y,Virginia
12355,7939,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Texas (northern)
12356,90265,70,,Male,N,N,N,N,,,HOME,N,0,0,1,0,0,0,0,10,Y,California
12357,83325,42,Married,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,100,Y,Idaho
12358,65774,47,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1200,Y,Missouri
12359,62028,32,,Male,N,Y,N,Y,,GM,HOME,Y,0,0,0,0,0,0,0,1550,Y,Illinois
12360,23027,26,,Male,N,N,N,N,,,CAMP,Y,0,0,0,0,100,0,0,1000,Y,Virginia
12361,90265,32,,Female,N,N,N,N,,,HOME,N,0,100,1,0,0,0,0,1010,Y,California
12362,99824,42,,Male,N,N,N,N,,,HOME,N,5,0,0,0,0,400,0,4000,Y,Alaska
12363,90265,36,,Male,N,Y,N,N,,GM,HOME,Y,0,0,0,0,0,0,0,2520,Y,California
12364,46570,33,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,1,10,Y,Indiana
12365,37375,73,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Tennessee
12366,62921,42,,Female,N,Y,N,N,,GM,HOME,N,0,0,0,0,0,0,0,1650,Y,Illinois
12367,79223,42,,Female,N,N,N,N,,,HOME,N,1,0,0,250,0,48,0,2980,Y,Texas (northern)
12368,938,40,,Female,N,Y,N,Y,,GM,BUSN,Y,0,0,0,0,0,0,0,00,N,California
12369,90265,42,Married,Male,N,N,N,N,,,,N,0,0,0,0,0,0,60,600,Y,California
12370,46773,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,2000,Y,Indiana
12371,43214,42,Single,Uknown,N,N,N,Y,,,BUSN,Y,0,0,0,0,0,0,0,49000,Y,Ohio
12372,74633,42,,Female,N,N,N,Y,,,,N,1,0,0,0,0,0,0,00,N,Oklahoma
12373,49724,42,,Male,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,00,N,Michigan
12374,90265,42,,Female,N,Y,N,N,,UB,,N,0,0,0,0,0,0,0,00,N,California
12375,90265,44,,Female,N,Y,N,Y,,GM,HOME,N,0,0,0,0,0,0,0,00,N,California
12376,63144,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,20,0,2800,Y,Missouri
12377,90265,42,,Male,N,N,N,N,,,HOME,N,1,0,1,0,0,0,0,10,Y,California
12378,70129,42,,Male,N,N,N,N,,,HOME,Y,1,0,0,0,33,0,0,1800,Y,Louisiana
12379,59404,29,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,210,Y,Montana
12380,1012,42,,Female,N,Y,N,Y,,GM,BUSN,Y,0,0,0,0,0,0,0,00,N,New York (NYC area)
12381,80314,43,,Female,N,Y,N,Y,,UB,,Y,0,0,0,0,35,0,0,8100,Y,Colorado
12382,98106,26,,Female,N,N,N,N,1.0,,HOME,N,0,0,0,0,0,0,0,750,Y,Washington
12383,90510,65,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,25000,Y,California
12384,39038,42,Single,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,Mississippi
12385,850,19,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,500,Y,Arizona
12386,90265,46,,Female,N,N,N,N,,,HOME,Y,0,0,60,0,0,0,0,600,Y,California
12387,77970,42,Married,Male,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Texas (northern)
12388,44010,44,,Female,N,Y,N,Y,,GP,,Y,0,0,0,0,0,0,0,900,Y,Ohio
12389,61441,62,,Male,N,Y,N,N,,UB,,N,0,0,0,0,0,0,0,00,N,Illinois
12390,90265,38,,Male,N,N,N,N,3.0,,HOME,N,0,0,0,0,0,0,0,00,N,California
12391,45349,38,,Male,N,Y,N,N,1.0,UB,,N,1,0,0,0,0,0,0,250,Y,Ohio
12392,50604,42,Single,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,2500,Y,Iowa
12393,4745,48,,Male,N,N,N,N,,,,Y,0,0,0,0,0,0,0,00,N,Indiana
12394,85705,42,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Arizona
12395,64494,42,Married,Female,N,N,N,N,,,HOME,N,17,100,0,0,0,500,0,6000,Y,Missouri
12396,13303,62,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,60,Y,New York (Upstate)
12397,32790,42,Widowed,Female,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,00,N,Florida
12398,55044,56,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,2000,Y,Minnesota
12399,19520,70,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Pennsylvania
12400,2043,42,,Female,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,Unknown
12401,94531,42,,Female,N,N,N,N,,,HOME,N,1,0,0,65,40,0,0,1050,Y,California
12402,31904,68,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Georgia
12403,38572,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,75,750,Y,Tennessee
12404,99009,42,Married,Male,N,N,N,N,,,HOME,N,6,0,0,0,300,0,0,3000,Y,Washington
12405,90265,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,00,N,California
12406,90265,42,Married,Female,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,2200,Y,California
12407,93584,42,Single,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,California
12408,90265,30,,Male,N,Y,N,N,,,HOME,Y,0,0,0,0,0,0,0,552900,Y,California
12409,38948,42,,Female,N,N,N,N,3.0,,,N,0,0,150,100,0,0,0,11380,Y,Mississippi
12410,34984,42,Married,Female,N,N,Y,N,,,,N,0,0,0,0,0,0,0,00,N,Florida
12411,30474,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Georgia
12412,93741,28,,Male,N,Y,N,N,,,HOME,Y,2,0,0,0,0,0,0,00,N,California
12413,90265,42,,Female,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,00,N,California
12414,2181,42,,Male,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,6450,Y,Maryland
12415,4955,42,,Female,N,N,N,N,,,HOME,N,2,0,200,0,0,0,0,2000,Y,Michigan
12416,72123,57,,,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,1000,Y,Arkansas
